text,label
"Rappel : il reste 49€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
Suivi DHL : un paiement de 350€ est requis pour la livraison. http://secure-dhl-verif.com,1
"votre retour Chronopost a bien été pris en charge, remboursement sous 5 jours.",0
"Hey Nadia, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
"Votre abonnement La Poste a expiré. Renouvelez avant minuit pour 1,99€ : http://laposte-support.win",1
"+33 7 56 55 23 83 : votre carte bancaire a été bloquée, rappelez.",1
Félicitations ! Vous avez gagné une carte cadeau Orange de 9 500€. Réclamez-la : http://espace-orange.co,1
Votre portefeuille crypto a été crédité de 9 500€. Activez le retrait : http://wallet-support.win,1
C'est ton responsable. Peux-tu acheter 5 cartes cadeaux PayPal pour un client et m'envoyer les codes ? Je suis en réunion.,1
"DHL fête ses 10 ans : merci d'être client, aucune action de votre part.",0
Code OTP 197736 – Ne le partagez avec personne (répondez pour confirmer).,1
"DHL : votre colis arrive aujourd'hui, suivez-le sur laposte.fr/suivi.",0
PayPal : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
"La Poste fête ses 10 ans : merci d'être client, aucune action de votre part.",0
"Votre banque : un paiement de 1,99€ a été débité, retrouvez le détail dans l'application.",0
Lcl : votre compte sera suspendu sous 48h. Réactivez-le ici : http://secure-lcl-verif.com,1
Rappelez d'urgence le 0883 64 83 61 concernant votre dossier.,1
"Code de connexion : 175506. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
DHL : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
"Hello Sophie, on se voit toujours samedi pour le ciné ? Séance de 20h.",0
"+33 7 56 93 22 72 : votre carte bancaire a été bloquée, rappelez.",1
"Coucou Julie, pense à acheter du pain en rentrant, merci !",0
Message de la Société Générale : connexion suspecte détectée. Validez votre identité sous 24h : http://lasocietegen-support.win,1
"Votre colis UPS est retenu. Réglez les frais de douane de 1,99€ : http://espace-ups.co",1
"Hey Karim, le rapport hebdo est dans le drive partagé, jette un œil quand tu peux.",0
"Hey Léa, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
Rappelez d'urgence le 0839 52 28 86 concernant votre dossier.,1
"Salut Hugo, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
C'est ton responsable. Peux-tu acheter 4 cartes cadeaux PayPal pour un client et m'envoyer les codes ? Je suis en réunion.,1
"La Poste : votre colis arrive aujourd'hui, suivez-le sur laposte.fr/suivi.",0
"+33 7 56 26 45 89 : votre carte bancaire a été bloquée, rappelez.",1
Code OTP 760626 – Ne le partagez avec personne (répondez pour confirmer).,1
Bnp paribas : votre compte sera suspendu sous 24h. Réactivez-le ici : http://bnpparibas-support.win,1
Suivi Colissimo : un paiement de 1000€ est requis pour la livraison. http://colissimo-support.win,1
"Hey Marie, bon anniversaire ! On t'appelle ce soir.",0
la DGFiP vous informe d'une amende impayée de 49€. Payez maintenant : http://secure-gouv-verif.com,1
Message de BNP Paribas : connexion suspecte détectée. Validez votre identité dans l'heure : http://bnpparibas-support.win,1
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 129€ en urgence ? Je te rembourse vite.",1
Votre colis UPS est retenu. Réglez les frais de douane de 350€ : https://maj-ups.info,1
"Hey Alex, merci pour le cadeau, ça m'a fait super plaisir !",0
"Coucou Hugo, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
Rappelez d'urgence le 0855 40 85 51 concernant votre dossier.,1
la DGFiP : un remboursement de 350€ vous attend. Renseignez votre RIB sous 24h : http://secure-gouv-verif.com,1
Vous avez été tiré au sort pour un iPhone 15. Répondez dans l'heure pour le recevoir : https://maj-apple.info,1
"Salut Léa, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
Votre colis La Poste est retenu. Réglez les frais de douane de 1000€ : http://secure-laposte-verif.com,1
"Hey Julie, rappel : rendez-vous médecin lundi 15h.",0
Investissez 350€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://espace-crypto.co,1
"Code de connexion : 885461. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
la DGFiP : un remboursement de 1000€ vous attend. Renseignez votre RIB sous 48h : https://maj-gouv.info,1
Bravo ! Votre numéro a gagné 129€. Cliquez sous 24h : https://maj-paypal.info,1
"Rappel : il reste 129€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
"Service après-vente La Poste : un remboursement de 1000€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
"Votre facture Microsoft de 350€ est disponible, prélèvement le 5 du mois.",0
"Coucou Inès, on déploie en préprod cet après-midi, je te tiens au courant.",0
Votre portefeuille crypto a été crédité de 129€. Activez le retrait : http://espace-wallet.co,1
Free : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
Avis de l'Assurance Maladie (Ameli) : pénalité immédiatement si votre dossier n'est pas régularisé : https://maj-gouv.info,1
"Salut Inès, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
"Hello Hugo, bon anniversaire ! On t'appelle ce soir.",0
Suivi DHL : un paiement de 1000€ est requis pour la livraison. http://dhl-support.win,1
Félicitations ! Vous avez gagné une carte cadeau Netflix de 350€. Réclamez-la : http://netflix-support.win,1
"votre retour La Poste a bien été pris en charge, remboursement sous 5 jours.",0
Vous avez été tiré au sort pour un iPhone 15. Répondez avant minuit pour le recevoir : https://maj-amazon.info,1
"Alerte sécurité votre banque : un virement de 9 500€ est en attente, confirmez : http://espace-votrebanque.co",1
"Votre banque : un paiement de 1000€ a été débité, retrouvez le détail dans l'application.",0
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 1000€ par virement stp ?",1
Avis de l'URSSAF : pénalité avant minuit si votre dossier n'est pas régularisé : http://secure-gouv-verif.com,1
"Suivi La Poste : un paiement de 1,99€ est requis pour la livraison. https://maj-laposte.info",1
Félicitations ! Vous avez gagné une carte cadeau Chronopost de 129€. Réclamez-la : http://secure-chronopost-verif.com,1
Votre colis La Poste est retenu. Réglez les frais de douane de 350€ : https://maj-laposte.info,1
"Votre rendez-vous est confirmé. Un acompte de 2,99€ sera demandé sur place.",0
"Chronopost fête ses 10 ans : merci d'être client, aucune action de votre part.",0
"Code de connexion : 819737. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Votre portefeuille crypto a été crédité de 49€. Activez le retrait : https://maj-wallet.info,1
Message de la Caisse d'Épargne : connexion suspecte détectée. Validez votre identité dans l'heure : http://lacaissedepa-support.win,1
"Hello Paul, pense à acheter du pain en rentrant, merci !",0
"Bonjour Léa, rappel : rendez-vous médecin lundi 15h.",0
la CAF vous informe d'une amende impayée de 129€. Payez maintenant : http://gouv-support.win,1
Vous avez été tiré au sort pour un iPhone 15. Répondez sous 48h pour le recevoir : https://maj-chronopost.info,1
Votre code de vérification est 7807. Communiquez-le à notre conseiller pour valider.,1
"Newsletter Chronopost : découvrez nos nouveautés du mois, désinscription en bas de page.",0
Votre code de vérification est 7274. Communiquez-le à notre conseiller pour valider.,1
"Service après-vente Microsoft : un remboursement de 49€ est en attente, rappelez le 09 70 80 90 00 pour finaliser.",1
"Colissimo : adresse incomplète, votre colis sera retourné sous 24h. Mettez à jour : http://colissimo-support.win",1
"+33 7 56 38 23 54 : votre carte bancaire a été bloquée, rappelez.",1
Votre code de vérification est 1224. Communiquez-le à notre conseiller pour valider.,1
"Notre héritage est bloqué à la douane, il faut régler des frais pour le débloquer, je te rembourse vite.",1
"Salut Hugo, on déploie en préprod cet après-midi, je te tiens au courant.",0
Investissez 49€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://espace-crypto.co,1
"UPS : votre colis arrive aujourd'hui, suivez-le sur laposte.fr/suivi.",0
"Alerte sécurité votre banque : un virement de 1,99€ est en attente, confirmez : http://votrebanque-support.win",1
"Bonjour Thomas, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
"Newsletter DHL : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"Code de connexion : 885704. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
"Hello Julie, merci pour le cadeau, ça m'a fait super plaisir !",0
"Bonjour Marie, tu veux qu'on covoiture demain pour aller au boulot ?",0
Avis de l'Assurance Maladie (Ameli) : pénalité sous 24h si votre dossier n'est pas régularisé : https://maj-gouv.info,1
"Bonjour Karim, pense à acheter du pain en rentrant, merci !",0
"Hey Léa, le resto de ce soir est réservé pour 19h30, à tout à l'heure.",0
"+33 7 56 65 85 61 : votre carte bancaire a été bloquée, rappelez.",1
"Code de connexion : 948992. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Votre colis DHL est retenu. Réglez les frais de douane de 9 500€ : http://secure-dhl-verif.com,1
"Amazon : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-amazon.info",1
Investissez 49€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : https://maj-crypto.info,1
C'est ton responsable. Peux-tu acheter 2 cartes cadeaux Orange pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Bonjour Hugo, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
C'est ton responsable. Peux-tu acheter 3 cartes cadeaux Netflix pour un client et m'envoyer les codes ? Je suis en réunion.,1
Microsoft : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
Rappelez d'urgence le 0842 47 51 25 concernant votre dossier.,1
Le crédit agricole : votre compte sera suspendu sous 24h. Réactivez-le ici : https://maj-lecreditagri.info,1
Votre code de vérification est 9903. Communiquez-le à notre conseiller pour valider.,1
"Coucou Hugo, pense à acheter du pain en rentrant, merci !",0
"Suite à votre réclamation, donnez-moi les 16 chiffres de votre carte pour procéder au remboursement.",1
"Code de connexion : 517106. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
"Bravo ! Votre numéro a gagné 2,99€. Cliquez immédiatement : http://espace-apple.co",1
Vous avez été tiré au sort pour un iPhone 15. Répondez dans l'heure pour le recevoir : https://maj-microsoft.info,1
Rappelez d'urgence le 0879 42 32 24 concernant votre dossier.,1
"Salut Lucas, merci pour ton aide hier, le bug de prod est réglé.",0
votre colis UPS a été livré dans votre boîte aux lettres.,0
"Coucou Paul, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
"Bonjour, c'est votre conseiller la Caisse d'Épargne. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
"Salut Karim, tu veux qu'on covoiture demain pour aller au boulot ?",0
"+33 7 56 81 17 85 : votre carte bancaire a été bloquée, rappelez.",1
"Service après-vente Apple : un remboursement de 9 500€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
"Numéro surtaxé : votre colis vous attend, appelez vite.",1
"votre résumé hebdo Microsoft est prêt, bonne lecture.",0
Votre code de vérification est 9167. Communiquez-le à notre conseiller pour valider.,1
Votre code de vérification est 9022. Communiquez-le à notre conseiller pour valider.,1
"Alerte sécurité la Société Générale : un virement de 2,99€ est en attente, confirmez : http://lasocietegen-support.win",1
"Coucou Alex, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
"Hello Nadia, on se voit toujours samedi pour le ciné ? Séance de 20h.",0
"Coucou Paul, café d'équipe jeudi 10h en salle A2, pense à réserver le projecteur.",0
Votre colis Chronopost est retenu. Réglez les frais de douane de 9 500€ : http://secure-chronopost-verif.com,1
"Service après-vente Apple : un remboursement de 129€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
"Bonjour Paul, on déploie en préprod cet après-midi, je te tiens au courant.",0
"Alerte sécurité la Société Générale : un virement de 129€ est en attente, confirmez : https://maj-lasocietegen.info",1
Votre abonnement Netflix a expiré. Renouvelez immédiatement pour 9 500€ : https://maj-netflix.info,1
"Sécurité : un agent va vous appeler, donnez-lui le code 299869 pour débloquer votre compte.",1
"+33 7 56 13 87 94 : votre carte bancaire a été bloquée, rappelez.",1
votre colis La Poste a été livré dans votre boîte aux lettres.,0
"Salut Inès, on fait un point rapide sur le sprint demain matin, 9h30 ?",0
Bravo ! Votre numéro a gagné 350€. Cliquez sous 24h : http://dhl-support.win,1
"La Poste : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-laposte.info",1
Félicitations ! Vous avez gagné une carte cadeau Apple de 350€. Réclamez-la : http://espace-apple.co,1
"votre résumé hebdo PayPal est prêt, bonne lecture.",0
"Bonjour Hugo, n'oublie pas de récupérer les enfants à 16h30.",0
Rappelez d'urgence le 0826 82 36 18 concernant votre dossier.,1
Avis de les Impôts : pénalité avant minuit si votre dossier n'est pas régularisé : https://maj-gouv.info,1
Votre portefeuille crypto a été crédité de 9 500€. Activez le retrait : http://espace-wallet.co,1
Message de BNP Paribas : connexion suspecte détectée. Validez votre identité sous 48h : http://espace-bnpparibas.co,1
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 350€ en urgence ? Je te rembourse vite.",1
Votre portefeuille crypto a été crédité de 350€. Activez le retrait : https://maj-wallet.info,1
"Bonjour, c'est votre conseiller LCL. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
Félicitations ! Vous avez gagné une carte cadeau Microsoft de 49€. Réclamez-la : http://secure-microsoft-verif.com,1
Votre portefeuille crypto a été crédité de 49€. Activez le retrait : http://espace-wallet.co,1
"Newsletter La Poste : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"Service après-vente PayPal : un remboursement de 49€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
"Bonjour Nadia, tu veux qu'on covoiture demain pour aller au boulot ?",0
"facture réglée, merci pour votre confiance.",0
"Hello Julie, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
"votre résumé hebdo DHL est prêt, bonne lecture.",0
"Votre facture Amazon de 350€ est disponible, prélèvement le 5 du mois.",0
Bravo ! Votre numéro a gagné 49€. Cliquez immédiatement : https://maj-apple.info,1
"Bonjour Inès, merci pour le cadeau, ça m'a fait super plaisir !",0
votre rendez-vous en agence est confirmé pour mardi 11h.,0
"Alerte sécurité BNP Paribas : un virement de 1000€ est en attente, confirmez : http://secure-bnpparibas-verif.com",1
Message de votre banque : connexion suspecte détectée. Validez votre identité sous 24h : http://votrebanque-support.win,1
"Newsletter Apple : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"Service après-vente Free : un remboursement de 129€ est en attente, rappelez le 09 70 80 90 00 pour finaliser.",1
Votre portefeuille crypto a été crédité de 1000€. Activez le retrait : http://secure-wallet-verif.com,1
"Hello Karim, j'ai trouvé un bon plan pour les vacances, je t'envoie le lien après.",0
"Rappel : il reste 9 500€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
"Votre portefeuille crypto a été crédité de 2,99€. Activez le retrait : http://espace-wallet.co",1
"Netflix : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://netflix-support.win",1
"Newsletter PayPal : découvrez nos nouveautés du mois, désinscription en bas de page.",0
"PayPal fête ses 10 ans : merci d'être client, aucune action de votre part.",0
"Bonjour Sophie, on fait un point rapide sur le sprint demain matin, 9h30 ?",0
"Salut Karim, le resto de ce soir est réservé pour 19h30, à tout à l'heure.",0
Votre portefeuille crypto a été crédité de 350€. Activez le retrait : http://wallet-support.win,1
"Hey Lucas, le compte-rendu de la réunion est envoyé, objectifs à 92 %.",0
"la CAF vous informe d'une amende impayée de 2,99€. Payez maintenant : http://gouv-support.win",1
C'est ton responsable. Peux-tu acheter 2 cartes cadeaux La Poste pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Chronopost : votre colis arrive aujourd'hui, suivez-le sur laposte.fr/suivi.",0
Vous avez été tiré au sort pour un iPhone 15. Répondez immédiatement pour le recevoir : https://maj-amazon.info,1
Code OTP 583863 – Ne le partagez avec personne (répondez pour confirmer).,1
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 350€ par virement stp ?",1
Avis de l'Assurance Maladie (Ameli) : pénalité immédiatement si votre dossier n'est pas régularisé : http://espace-gouv.co,1
"Maman, j'ai cassé mon téléphone, voici mon nouveau numéro. Peux-tu régler une facture de 49€ en urgence ? Je te rembourse vite.",1
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 129€ par virement stp ?",1
"merci pour votre commande, le suivi DHL est dans votre espace client habituel.",0
"Hello Marie, voici les photos du week-end, à très vite.",0
"Hey Paul, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
"Votre facture La Poste de 350€ est disponible, prélèvement le 5 du mois.",0
"Bonjour, c'est votre conseiller BNP Paribas. Pour valider l'opération, confirmez-moi le code reçu par SMS.",1
"Bonjour, votre profil m'a tapé dans l'œil. Discutons sur WhatsApp, voici mon numéro privé.",1
Investissez 1000€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://crypto-support.win,1
"Votre facture Apple de 1,99€ est disponible, prélèvement le 5 du mois.",0
"l'URSSAF vous informe d'une amende impayée de 1,99€. Payez maintenant : http://secure-gouv-verif.com",1
Vous avez été tiré au sort pour un iPhone 15. Répondez sous 48h pour le recevoir : https://maj-free.info,1
Avis de la DGFiP : pénalité immédiatement si votre dossier n'est pas régularisé : https://maj-gouv.info,1
"Hey Inès, le rapport hebdo est dans le drive partagé, jette un œil quand tu peux.",0
"Votre facture Free de 350€ est disponible, prélèvement le 5 du mois.",0
"Bonjour Karim, voici les photos du week-end, à très vite.",0
la CAF vous informe d'une amende impayée de 9 500€. Payez maintenant : https://maj-gouv.info,1
"votre retour Colissimo a bien été pris en charge, remboursement sous 5 jours.",0
"Hey Alex, pense à acheter du pain en rentrant, merci !",0
Votre colis La Poste est retenu. Réglez les frais de douane de 49€ : https://maj-laposte.info,1
"Bonjour Léa, merci pour le cadeau, ça m'a fait super plaisir !",0
"Hey Paul, la démo client est décalée à 14h, je t'envoie le nouveau créneau.",0
La Poste : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
"Amazon fête ses 10 ans : merci d'être client, aucune action de votre part.",0
Message de BNP Paribas : connexion suspecte détectée. Validez votre identité dans l'heure : https://maj-bnpparibas.info,1
"la CAF vous informe d'une amende impayée de 2,99€. Payez maintenant : http://espace-gouv.co",1
"Service après-vente La Poste : un remboursement de 1000€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
C'est ton responsable. Peux-tu acheter 3 cartes cadeaux DHL pour un client et m'envoyer les codes ? Je suis en réunion.,1
La société générale : votre compte sera suspendu sous 24h. Réactivez-le ici : http://lasocietegen-support.win,1
"PayPal : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-paypal.info",1
"Microsoft fête ses 10 ans : merci d'être client, aucune action de votre part.",0
"Coucou Léa, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
"Coucou Léa, on déploie en préprod cet après-midi, je te tiens au courant.",0
Suivi La Poste : un paiement de 129€ est requis pour la livraison. https://maj-laposte.info,1
C'est ton responsable. Peux-tu acheter 2 cartes cadeaux Microsoft pour un client et m'envoyer les codes ? Je suis en réunion.,1
"DHL : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://secure-dhl-verif.com",1
Votre colis DHL est retenu. Réglez les frais de douane de 129€ : http://dhl-support.win,1
"Free : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://espace-free.co",1
"votre résumé hebdo Orange est prêt, bonne lecture.",0
"Bonjour Hugo, le compte-rendu de la réunion est envoyé, objectifs à 92 %.",0
C'est ton responsable. Peux-tu acheter 3 cartes cadeaux Orange pour un client et m'envoyer les codes ? Je suis en réunion.,1
Votre code de vérification est 3236. Communiquez-le à notre conseiller pour valider.,1
"DHL : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : https://maj-dhl.info",1
Message de votre banque : connexion suspecte détectée. Validez votre identité immédiatement : http://secure-votrebanque-verif.com,1
"Salut Paul, voici les photos du week-end, à très vite.",0
"Orange : connexion depuis un nouvel appareil. Si ce n'est pas vous, sécurisez votre compte : http://orange-support.win",1
Avis de l'URSSAF : pénalité avant minuit si votre dossier n'est pas régularisé : http://espace-gouv.co,1
"Bonjour Thomas, bon anniversaire ! On t'appelle ce soir.",0
C'est ton responsable. Peux-tu acheter 4 cartes cadeaux Netflix pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Code de connexion : 705316. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Investissez 1000€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://secure-crypto-verif.com,1
"Coucou Lucas, pense à acheter du pain en rentrant, merci !",0
"Rappel : il reste 1,99€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
votre colis DHL a été livré dans votre boîte aux lettres.,0
Amazon : une connexion a eu lieu depuis Paris. C'était vous ? Gérez vos appareils dans l'application.,0
Code OTP 437408 – Ne le partagez avec personne (répondez pour confirmer).,1
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 2,99€ par virement stp ?",1
"Coucou Hugo, on fait un point rapide sur le sprint demain matin, 9h30 ?",0
"+33 7 56 57 95 99 : votre carte bancaire a été bloquée, rappelez.",1
"Code de connexion : 960687. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
C'est ton responsable. Peux-tu acheter 3 cartes cadeaux Microsoft pour un client et m'envoyer les codes ? Je suis en réunion.,1
Investissez 1000€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : https://maj-crypto.info,1
Votre colis DHL est retenu. Réglez les frais de douane de 9 500€ : https://maj-dhl.info,1
"Salut Julie, merci pour le cadeau, ça m'a fait super plaisir !",0
Votre abonnement La Poste a expiré. Renouvelez sous 24h pour 49€ : http://secure-laposte-verif.com,1
"Code de connexion : 505649. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
Support Free : mise à jour de sécurité obligatoire. Connectez-vous sous 48h : http://free-support.win,1
"Service après-vente Chronopost : un remboursement de 9 500€ est en attente, rappelez le 0 805 12 34 56 pour finaliser.",1
Code OTP 832168 – Ne le partagez avec personne (répondez pour confirmer).,1
Votre abonnement Microsoft a expiré. Renouvelez dans l'heure pour 9 500€ : https://maj-microsoft.info,1
Investissez 129€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : http://espace-crypto.co,1
"Service après-vente Netflix : un remboursement de 2,99€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
"Bravo ! Votre numéro a gagné 1,99€. Cliquez immédiatement : http://secure-laposte-verif.com",1
"l'Assurance Maladie (Ameli) vous informe d'une amende impayée de 1,99€. Payez maintenant : https://maj-gouv.info",1
"Salut Paul, j'ai relu ta PR, deux petits commentaires mineurs, sinon c'est bon.",0
"Service après-vente La Poste : un remboursement de 2,99€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
"Salut Julie, mise à jour des congés dans le SIRH avant vendredi, merci.",0
les Impôts : un remboursement de 129€ vous attend. Renseignez votre RIB sous 48h : http://gouv-support.win,1
"+33 7 56 99 24 93 : votre carte bancaire a été bloquée, rappelez.",1
"Code de connexion : 927616. Si vous n'êtes pas à l'origine de cette demande, ignorez ce message.",0
"Votre facture Apple de 2,99€ est disponible, prélèvement le 5 du mois.",0
"Salut Léa, mise à jour des congés dans le SIRH avant vendredi, merci.",0
"Investissez 1,99€ en Bitcoin et gagnez x10 garanti. Inscrivez-vous : https://maj-crypto.info",1
"Coucou Paul, bon anniversaire ! On t'appelle ce soir.",0
C'est ton responsable. Peux-tu acheter 5 cartes cadeaux Microsoft pour un client et m'envoyer les codes ? Je suis en réunion.,1
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 49€ par virement stp ?",1
Lcl : votre compte sera suspendu sous 24h. Réactivez-le ici : http://espace-lcl.co,1
mise à jour produit : de nouvelles fonctionnalités sont disponibles dans votre tableau de bord.,0
Avis de le Trésor Public : pénalité sous 48h si votre dossier n'est pas régularisé : http://gouv-support.win,1
"Sécurité : un agent va vous appeler, donnez-lui le code 456385 pour débloquer votre compte.",1
Vous avez été tiré au sort pour un iPhone 15. Répondez sous 24h pour le recevoir : https://maj-orange.info,1
"Hey Marie, le ticket #214 est résolu, j'ai poussé le correctif en recette.",0
"Rappel : il reste 350€ à régler sur votre commande, le paiement se fait dans votre espace habituel.",0
"Votre facture Orange de 9 500€ est disponible, prélèvement le 5 du mois.",0
"Papa c'est moi, j'ai un nouveau numéro. J'ai un souci, peux-tu m'envoyer 1,99€ par virement stp ?",1
Votre portefeuille crypto a été crédité de 350€. Activez le retrait : http://espace-wallet.co,1
"Coucou Julie, merci pour le cadeau, ça m'a fait super plaisir !",0
"Coucou Lucas, j'ai relu ta PR, deux petits commentaires mineurs, sinon c'est bon.",0
Votre colis Chronopost est retenu. Réglez les frais de douane de 49€ : http://chronopost-support.win,1
"Hello Lucas, le rapport hebdo est dans le drive partagé, jette un œil quand tu peux.",0
"Suivi La Poste : un paiement de 2,99€ est requis pour la livraison. http://laposte-support.win",1
Votre rendez-vous est confirmé. Un acompte de 9 500€ sera demandé sur place.,0
"Service après-vente Microsoft : un remboursement de 129€ est en attente, rappelez le 01 80 00 00 00 pour finaliser.",1
"Hey Thomas, rappel : rendez-vous médecin lundi 15h.",0
